filter_id,variant,expression,layman_explanation,stat,source
2F674,ones,winner > 31,Eliminate if ( AND (winner value is > 31),22/311,keeper
2F679,ones,winner > 34,Eliminate if ( AND (winner value is > 34),8/311,keeper
2F680,ones,winner > 36,Eliminate if ( AND (winner value is > 36),3/311,keeper
2F685,ones,winner > 33,Eliminate if ( AND (winner value is > 33),13/311,keeper
2F692,ones,winner > 35,Eliminate if ( AND (winner value is > 35),5/311,keeper
2F695,ones,sum(d % 2 == 1 for d in combo_digits) == 2,Eliminate if ( AND (sum(d % 2 equals 1 for d in  equals 2),15/311,keeper
2F707,ones,winner > 31,Eliminate if ( AND (winner value is > 31),22/311,keeper
2F709,ones,winner > 35,Eliminate if ( AND (winner value is > 35),5/311,keeper
31F323,ones,all(d>=5 for d in combo_digits,Eliminate if ( AND (all(dis ≥5 for d in ),0/311,keeper
32F339,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<16 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <16 AND winner value_structure equals 5 AND winner value_structure equals 5),9/311,keeper
32F532,ones,16 <= seed <= 24) and (34 <= winner <= 45,Eliminate if ( AND ((16 is ≤ seed value is ≤ 24) AND (34 is ≤ winner value is ≤ 45)),8/311,keeper
33F245,ones,"any(set(range(n,n+4)).issubset(set(combo_digits)) for n in range(7))and winner_structure == 5 and winner_structure == 5",Eliminate if the combination contains a run of 4 or more consecutive digits.,8/311,keeper
346F551,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and not all(d % 2 == 1 for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,None) in  AND not all(d % 2 equals 1 for d in )",305/311,keeper
34F284,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <18 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <18 AND winner value_structure equals 5 AND winner value_structure equals 5),13/311,keeper
35F346,ones,sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<14 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥2 AND winner valueis <14 AND winner value_structure equals 5 AND winner value_structure equals 5),7/311,keeper
37F285,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <17 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <17 AND winner value_structure equals 5 AND winner value_structure equals 5),11/311,keeper
39F286,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <16 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <16 AND winner value_structure equals 5 AND winner value_structure equals 5),9/311,keeper
3F187,ones,any(v >=4 for v in Counter(combo_digits).values,Eliminate if ( AND (any(v is ≥4 for v in Counter(.values())),47/311,keeper
3F209,ones,winner <10 or winner >29,Eliminate if ( AND (winner value is <10 OR winner value is >29),46/311,keeper
3F211,ones,winner <7 or winner >26,Eliminate if ( AND (winner value is <7 OR winner value is >26),77/311,keeper
3F232,ones,winner==7,Eliminate if ( AND (winner valueequals7),2/311,keeper
3F233,ones,winner==6,Eliminate if ( AND (winner valueequals6),0/311,keeper
3F291,ones,sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <21 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥5 AND winner value is <21 AND winner value_structure equals 5 AND winner value_structure equals 5),18/311,keeper
3F572,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
3F580,ones,"sorted(Counter(combo_digits).values) == [2, 2, 1]","Eliminate if ( AND (sorted(Counter(.values()) equals [2, 2, 1])",0/311,keeper
3F585,ones,"sorted(Counter(combo_digits).values) == [2, 2, 1]","Eliminate if ( AND (sorted(Counter(.values()) equals [2, 2, 1])",0/311,keeper
3F588,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
3F598,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
3F600,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
3F604,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
3F640,ones,sum(d % 2 == 0 for d in combo_digits) == 1,Eliminate if ( AND (sum(d % 2 equals 0 for d in  equals 1),1/311,keeper
3F641,ones,winner < 14,Eliminate if ( AND (winner value is < 14),20/311,keeper
3F651,ones,winner > 36,Eliminate if ( AND (winner value is > 36),3/311,keeper
3F677,ones,winner > 34,Eliminate if ( AND (winner value is > 34),8/311,keeper
3F683,ones,winner > 36,Eliminate if ( AND (winner value is > 36),3/311,keeper
3F708,ones,winner > 23,Eliminate if ( AND (winner value is > 23),129/311,keeper
40F198,ones,not any(d in cold_digits for d in combo_digits,Eliminate if ( AND (not any(d in cold_digits for d in ),57/311,keeper
42F356,ones,winner%2==0,Eliminate if ( AND (winner value%2equals0),163/311,keeper
44F287,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <25 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <25 AND winner value_structure equals 5 AND winner value_structure equals 5),26/311,keeper
45F541,ones,winner_structure == 5,Eliminate if ( AND (winner value_structure equals 5),32/311,keeper
47F338,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<17 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <17 AND winner value_structure equals 5 AND winner value_structure equals 5),11/311,keeper
4F090,ones,winner % 10 == 3,Eliminate if ( AND (winner value % 10 equals 3),28/311,keeper
4F228,ones,winner==40 and seed<30,Eliminate if ( AND (winner valueequals40 AND seed valueis <30),0/311,keeper
4F230,ones,winner==9,Eliminate if ( AND (winner valueequals9),1/311,keeper
4F312,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <12 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <12 AND winner value_structure equals 5 AND winner value_structure equals 5),5/311,keeper
4F313,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <11 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <11 AND winner value_structure equals 5 AND winner value_structure equals 5),4/311,keeper
4F565,ones,len(set(combo_digits).intersection(seed_digits)) > 1,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) > 1,311/311,keeper
4F575,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
4F618,ones,len(set(combo_digits)) == 5,Eliminate if the combo uses 5 unique digits.,54/311,keeper
4F626,ones,sum(d % 2 == 0 for d in combo_digits) == 1,Eliminate if ( AND (sum(d % 2 equals 0 for d in  equals 1),1/311,keeper
4F628,ones,winner > 25,Eliminate if ( AND (winner value is > 25),99/311,keeper
50F254,ones,not (16<=winner<=25,Eliminate if ( AND (not (16is ≤winner valueis ≤25)),134/311,keeper
52F288,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <36 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <36 AND winner value_structure equals 5 AND winner value_structure equals 5),30/311,keeper
54F289,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <37 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <37 AND winner value_structure equals 5 AND winner value_structure equals 5),31/311,keeper
56F337,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<18 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <18 AND winner value_structure equals 5 AND winner value_structure equals 5),13/311,keeper
58F335,ones,"not any(mirror.get(d,-1) in combo_digits for d in seed_digits) and winner_structure == 5 and winner_structure == 5","Eliminate if ( AND (not any(mirror.get(d,-1) in  AND winner value_structure equals 5 AND winner value_structure equals 5)",0/311,keeper
59F255,ones,not (14<=winner<=24,Eliminate if ( AND (not (14is ≤winner valueis ≤24)),131/311,keeper
59F262,ones,winner<14 or winner>24,Eliminate if ( AND (winner valueis <14 OR winner valueis >24),131/311,keeper
59F332,ones,winner<14 or winner>24,Eliminate if ( AND (winner valueis <14 OR winner valueis >24),131/311,keeper
5F559,ones,"sorted(Counter(combo_digits).values) == [2, 3] and any(d in mirror.values for d in combo_digits) and sum(d <= 4 for d in combo_digits) < 4","Eliminate if ( AND (sorted(Counter(.values()) equals [2, 3] AND any(d in mirror.values() for d in  AND sum(d is ≤ 4 for d in  is < 4)",0/311,keeper
5F566,ones,len(set(combo_digits).intersection(seed_digits)) > 2,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) > 2,298/311,keeper
5F569,ones,len(set(combo_digits).intersection(seed_digits)) >= 3,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) >= 3,298/311,keeper
5F570,ones,list(Counter(combo_digits).values).count(2) + list(Counter(combo_digits).values).count(3) > 1,Eliminate if ( AND (list(Counter(.values()).count(2) + list(Counter(.values()).count(3) is > 1),271/311,keeper
5F577,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
5F578,ones,3 in Counter(combo_digits).values,Eliminate if ( AND (3 in Counter(.values()),167/311,keeper
5F624,ones,sum(d % 2 == 0 for d in combo_digits) == 2,Eliminate if ( AND (sum(d % 2 equals 0 for d in  equals 2),5/311,keeper
63F186,ones,any(v >=3 for v in Counter(combo_digits).values,Eliminate if ( AND (any(v is ≥3 for v in Counter(.values())),204/311,keeper
63F224,ones,"not any(d in combo_digits for d in [1,3,5]",Eliminate if ( AND (not any(d in ),1/311,keeper
63F275,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <28 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <28 AND winner value_structure equals 5 AND winner value_structure equals 5),27/311,keeper
63F280,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <22 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <22 AND winner value_structure equals 5 AND winner value_structure equals 5),20/311,keeper
67F274,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <29 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <29 AND winner value_structure equals 5 AND winner value_structure equals 5),27/311,keeper
67F279,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <24 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <24 AND winner value_structure equals 5 AND winner value_structure equals 5),24/311,keeper
6F058,ones,winner % 10 == 8,Eliminate if ( AND (winner value % 10 equals 8),37/311,keeper
6F205,ones,winner <8 or winner >28,Eliminate if ( AND (winner value is <8 OR winner value is >28),53/311,keeper
6F257,ones,not (12<=winner<=25,Eliminate if ( AND (not (12is ≤winner valueis ≤25)),109/311,keeper
6F266,ones,winner%10==0,Eliminate if ( AND (winner value%10equals0),34/311,keeper
6F311,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <13 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <13 AND winner value_structure equals 5 AND winner value_structure equals 5),7/311,keeper
6F321,ones,not any(d in cold_digits for d in combo_digits,Eliminate if ( AND (not any(d in cold_digits for d in ),57/311,keeper
6F560,ones,len(set(combo_digits).intersection(seed_digits)) == 1 and winner < 14,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) == 1 and winner < 14,0/311,keeper
70F270,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <33 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <33 AND winner value_structure equals 5 AND winner value_structure equals 5),29/311,keeper
70F273,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <30 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <30 AND winner value_structure equals 5 AND winner value_structure equals 5),28/311,keeper
70F278,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <26 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <26 AND winner value_structure equals 5 AND winner value_structure equals 5),26/311,keeper
71F190,ones,int(str(winner)[-1]) == int(str(seed)[0],Eliminate if ( AND (int(str(winner value)[-1]) equals int(str(seed value)[0])),31/311,keeper
71F220,ones,"not any(d in combo_digits for d in [2,3,4]",Eliminate if ( AND (not any(d in ),1/311,keeper
71F249,ones,1 not in combo_digits and 2 not in combo_digits and 3 not in combo_digits,Eliminate if ( AND (1 not in,2/311,keeper
71F250,ones,2 not in combo_digits and 3 not in combo_digits and 4 not in combo_digits,Eliminate if ( AND (2 not in,1/311,keeper
74F269,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <34 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <34 AND winner value_structure equals 5 AND winner value_structure equals 5),29/311,keeper
74F272,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <31 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <31 AND winner value_structure equals 5 AND winner value_structure equals 5),29/311,keeper
74F277,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <35 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <35 AND winner value_structure equals 5 AND winner value_structure equals 5),29/311,keeper
75F271,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <32 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <32 AND winner value_structure equals 5 AND winner value_structure equals 5),29/311,keeper
75F276,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <27 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <27 AND winner value_structure equals 5 AND winner value_structure equals 5),27/311,keeper
76F309,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <39 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <39 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
77F308,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <40 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <40 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
78F221,ones,"not any(d in combo_digits for d in [1,2,3]",Eliminate if ( AND (not any(d in ),2/311,keeper
78F303,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <45 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <45 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
78F304,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <44 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <44 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
78F305,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <43 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <43 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
78F306,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <42 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <42 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
78F307,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <41 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <41 AND winner value_structure equals 5 AND winner value_structure equals 5),32/311,keeper
7F059,ones,winner % 10 == 8,Eliminate if ( AND (winner value % 10 equals 8),37/311,keeper
7F179,ones,winner % 10 == 1,Eliminate if ( AND (winner value % 10 equals 1),29/311,keeper
7F573,ones,len(set(combo_digits).intersection(seed_digits)) == 1,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) == 1,0/311,keeper
7F623,ones,winner < 20,Eliminate if ( AND (winner value is < 20),105/311,keeper
81F251,ones,5 not in combo_digits and 4 not in combo_digits,Eliminate if ( AND (5 not in,20/311,keeper
87F722,ones,len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2,Eliminate if the combination meets the condition: len(set(seed_digits_1).intersection(seed_digits_2).intersection(combo_digits)) >= 2,0/311,keeper
8F060,ones,winner % 10 == 7,Eliminate if ( AND (winner value % 10 equals 7),37/311,keeper
8F226,ones,winner==10,Eliminate if ( AND (winner valueequals10),2/311,keeper
8F344,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<11 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <11 AND winner value_structure equals 5 AND winner value_structure equals 5),4/311,keeper
8F345,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<10 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <10 AND winner value_structure equals 5 AND winner value_structure equals 5),3/311,keeper
8F562,ones,len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) == 1 and all(d % 2 == 1 for d in combo_digits,0/311,keeper
8F574,ones,len(set(combo_digits).intersection(seed_digits)) == 1,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) == 1,0/311,keeper
91F180,ones,sum(1 for d in combo_digits if d in seed_digits) >=5 and winner <22 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥5 AND winner value is <22 AND winner value_structure equals 5 AND winner value_structure equals 5),20/311,keeper
9F343,ones,sum(1 for d in combo_digits if d in seed_digits)>=3 and winner<12 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥3 AND winner valueis <12 AND winner value_structure equals 5 AND winner value_structure equals 5),5/311,keeper
9F350,ones,sum(1 for d in combo_digits if d in seed_digits)>=2 and winner<10 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in is ≥2 AND winner valueis <10 AND winner value_structure equals 5 AND winner value_structure equals 5),3/311,keeper
9F571,ones,len(set(combo_digits).intersection(seed_digits)) == 1,Eliminate if the combination meets the condition: len(set(combo_digits).intersection(seed_digits)) == 1,0/311,keeper
F723,ones,str(winner)[-1] == str(seed)[-1],Eliminate if ( AND (str(winner value)[-1] equals str(seed value)[-1]),22/311,keeper
F724,ones,seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits,Eliminate if ( AND (((seed value % 9 OR 9) % 3 equals 0) AND (((seed value % 9 OR 9) // 3) in ),83/311,keeper
F724C,ones,seed % 9 or 9) % 3 == 0) and (((seed % 9 or 9) // 3) in combo_digits,Eliminate if ( AND ((((seed value % 9 OR 9) % 3 equals 0) AND (((seed value % 9 OR 9) // 3) in )),83/311,keeper
F725,ones,winner % 9 or 9) == (seed % 9 or 9,Eliminate if ( AND ((winner value % 9 OR 9) equals (seed value % 9 OR 9)),35/311,keeper
F726,ones,max(seed_digits) - min(seed_digits) == (winner % 9 or 9,Eliminate if ( AND (max(seed value_digits) - min(seed value_digits) equals (winner value % 9 OR 9)),38/311,keeper
F727,ones,"abs(winner - round((seed**0.5) * 1.5, 2)) <= 2","Eliminate if ( AND ((abs(winner value - round((seed value**0.5) * 1.5, 2)) is ≤ 2))",3/311,keeper
F728,ones,"abs(winner - round((seed**0.5) * 2.0, 2)) <= 2","Eliminate if ( AND ((abs(winner value - round((seed value**0.5) * 2.0, 2)) is ≤ 2))",10/311,keeper
F729,ones,"abs(winner - round((seed**0.5) * 2.5, 2)) <= 2","Eliminate if ( AND ((abs(winner value - round((seed value**0.5) * 2.5, 2)) is ≤ 2))",14/311,keeper
F730,ones,"abs(winner - round((seed**0.5) * 3.0, 2)) <= 2","Eliminate if ( AND ((abs(winner value - round((seed value**0.5) * 3.0, 2)) is ≤ 2))",33/311,keeper
N015F538,ones,0 <= seed <= 15) and (0 <= winner <= 15,Eliminate if ( AND ((0 is ≤ seed value is ≤ 15) AND (0 is ≤ winner value is ≤ 15)),5/311,keeper
NEWF725,ones,5 not in combo_digits and 8 not in combo_digits and 5 not in combo_digits,Eliminate if ( AND (5 not in,57/311,keeper
NO101F189,ones,not any(d in due_digits for d in combo_digits,Eliminate if ( AND (not any(d in due_digits for d in ),104/311,keeper
NO101F316R,ones,abs(winner - seed) > 13,Eliminate if ( AND (abs(winner value - seed value) is > 13),31/311,keeper
NO110F721,ones,len(set(combo_digits) & set(seed_digits)) > 2,Eliminate if the combination shares more than 2 digits with the seed.,298/311,keeper
NO114F248,ones,5 not in combo_digits and 4 not in combo_digits,Eliminate if ( AND (5 not in,20/311,keeper
NO118F322,ones,abs((max(combo_digits)-min(combo_digits)) - (max(seed_digits)-min(seed_digits)))>3,Eliminate if ( AND (abs((max(-min() - (max(seed value_digits)-min(seed value_digits)))is >3),13/311,keeper
NO123F252,ones,not (20<=winner<=28,Eliminate if ( AND (not (20is ≤winner valueis ≤28)),156/311,keeper
NO124F181,ones,25 <= winner <= 33,Eliminate if ( AND (25 is ≤ winner value is ≤ 33),98/311,keeper
NO124F539,ones,not any(d in hot_digits for d in combo_digits,Eliminate if ( AND (not any(d in hot_digits for d in ),92/311,keeper
NO135F215,ones,all(v in combo_vtracs for v in seed_vtracs,Eliminate if ( AND (all(v in combo_vtracs for v in seed value_vtracs)),168/311,keeper
NO139F202,ones,all(d >=3 for d in combo_digits,Eliminate if ( AND (all(d is ≥3 for d in ),0/311,keeper
NO142F551D,ones,"not any(mirror.get(d,None) in combo_digits for d in combo_digits","Eliminate if ( AND (not any(mirror.get(d,None) in )",6/311,keeper
NO15F188,ones,"winner == sum(mirror.get(int(x),int(x)) for x in str(seed","Eliminate if ( AND (winner value equals sum(mirror.get(int(x),int(x)) for x in str(seed value)))",9/311,keeper
NO16F333,ones,"winner==sum(mirror.get(int(x),int(x)) for x in str(seed","Eliminate if ( AND (winner valueequalssum(mirror.get(int(x),int(x)) for x in str(seed value)))",9/311,keeper
NO172F550S,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4","Eliminate if ( AND (any(mirror.get(d,None) in  AND sum(1 for d in  is < 4)",9/311,keeper
NO177F318,ones,sum(d%2 for d in combo_digits)==sum(d%2 for d in seed_digits,Eliminate if ( AND (sum(d%2 for d in equalssum(d%2 for d in seed value_digits)),65/311,keeper
NO177F319,ones,5 - sum(d%2 for d in combo_digits) == 5 - sum(d%2 for d in seed_digits,Eliminate if ( AND (5 - sum(d%2 for d in  equals 5 - sum(d%2 for d in seed value_digits)),65/311,keeper
NO177F547,ones,sum(d in due_digits for d in combo_digits) > 2,Eliminate if ( AND (sum(d in due_digits for d in  is > 2),49/311,keeper
NO188F540,ones,sum(d in hot_digits for d in combo_digits) < 2,Eliminate if ( AND (sum(d in hot_digits for d in  is < 2),184/311,keeper
NO204F203,ones,sum(1 for d in combo_digits if d >=8) >=2,Eliminate if ( AND (sum(1 for d in  is ≥2),84/311,keeper
NO20F329,ones,winner<12 or winner>25,Eliminate if ( AND (winner valueis <12 OR winner valueis >25),109/311,keeper
NO21F551S,ones,"len(set(combo_digits)) == 5 and not any(mirror.get(d,None) in combo_digits for d in combo_digits",Eliminate if the combo uses 5 unique digits.,6/311,keeper
NO25F556,ones,len(set(combo_digits)) > 3 and all(d not in mirror.values for d in combo_digits) and (max(combo_digits) - min(combo_digits) <= 4,Eliminate if the combo contains duplicate digits.,0/311,keeper
NO262F184,ones,"not any(mirror.get(d, None) in combo_digits for d in combo_digits","Eliminate if ( AND (not any(mirror.get(d, None) in )",6/311,keeper
NO27F535,ones,16 <= seed <= 24) and (0 <= winner <= 15,Eliminate if ( AND ((16 is ≤ seed value is ≤ 24) AND (0 is ≤ winner value is ≤ 15)),18/311,keeper
NO296F355,ones,"any(d == mirror.get(int(str(seed)[-1]),-1) for d in combo_digits","Eliminate if ( AND (any(d equals mirror.get(int(str(seed value)[-1]),-1) for d in )",193/311,keeper
NO296F549,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and max(combo_digits) - min(combo_digits) > 4","Eliminate if ( AND (any(mirror.get(d,None) in  AND max( - min( is > 4)",305/311,keeper
NO30F256,ones,not (14<=winner<=22,Eliminate if ( AND (not (14is ≤winner valueis ≤22)),169/311,keeper
NO30F263,ones,winner<14 or winner>22,Eliminate if ( AND (winner valueis <14 OR winner valueis >22),169/311,keeper
NO30F267,ones,winner<14 or winner>22,Eliminate if ( AND (winner valueis <14 OR winner valueis >22),169/311,keeper
NO30F326,ones,all(d%2==0 for d in combo_digits,Eliminate if ( AND (all(d%2equals0 for d in ),0/311,keeper
NO33F182,ones,winner <= 15,Eliminate if ( AND (winner value is ≤ 15),35/311,keeper
NO35F260,ones,winner<19 or winner>25,Eliminate if ( AND (winner valueis <19 OR winner valueis >25),185/311,keeper
NO35F327,ones,winner<19 or winner>25,Eliminate if ( AND (winner valueis <19 OR winner valueis >25),185/311,keeper
NO35F330,ones,winner<19 or winner>25,Eliminate if ( AND (winner valueis <19 OR winner valueis >25),185/311,keeper
NO367F550,ones,"any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) < 4","Eliminate if ( AND (any(mirror.get(d,None) in  AND sum(1 for d in  is < 4)",9/311,keeper
NO41F553,ones,"not any(mirror.get(d,None) in combo_digits for d in combo_digits) and sum(1 for d in combo_digits if d <= 4) >= 4","Eliminate if ( AND (not any(mirror.get(d,None) in  AND sum(1 for d in  is ≥ 4)",6/311,keeper
NO44F320,ones,winner>25 and sum(1 for d in combo_digits if d in seed_digits)<3,Eliminate if ( AND (winner valueis >25 AND sum(1 for d in is <3),0/311,keeper
NO467F354,ones,"any(mirror.get(d,-1) in combo_digits for d in combo_digits","Eliminate if ( AND (any(mirror.get(d,-1) in )",305/311,keeper
NO4F225,ones,winner==37 and seed<30,Eliminate if ( AND (winner valueequals37 AND seed valueis <30),1/311,keeper
NO50F331,ones,winner<16 or winner>25,Eliminate if ( AND (winner valueis <16 OR winner valueis >25),134/311,keeper
NO55F290,ones,sum(1 for d in combo_digits if d in seed_digits) >=4 and winner <38 and winner_structure == 5 and winner_structure == 5,Eliminate if ( AND (sum(1 for d in  is ≥4 AND winner value is <38 AND winner value_structure equals 5 AND winner value_structure equals 5),31/311,keeper
NO659F314,ones,abs(winner - seed) <=15,Eliminate if ( AND (abs(winner value - seed value) is ≤15),293/311,keeper
NO67F317,ones,sum(int(d) for d in str(winner)) == sum(int(d) for d in str(seed,Eliminate if ( AND (sum(int(d) for d in str(winner value)) equals sum(int(d) for d in str(seed value))),34/311,keeper
NO69F314R,ones,abs(winner - seed) > 15,Eliminate if ( AND (abs(winner value - seed value) is > 15),18/311,keeper
NO6F191,ones,winner <8 or winner >28,Eliminate if ( AND (winner value is <8 OR winner value is >28),53/311,keeper
NO70F315R,ones,abs(winner - seed) > 14,Eliminate if ( AND (abs(winner value - seed value) is > 14),25/311,keeper
